decision_id,logged_at_utc,threat_score,predicted_label,true_label,explanation,routing_decision,model_version
2258,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=56.8 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=55.0 decreased risk,auto_close,cd69f531da6dd6a9
2259,2026-08-17T06:54:05.838240+00:00,0.0231455361984673,0,0,Destination Port=58544.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Flow Bytes/s=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2260,2026-08-17T06:54:05.838240+00:00,0.0137586980456712,0,0,Destination Port=48842.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Init Win bytes backward=253.0 decreased risk,auto_close,cd69f531da6dd6a9
2261,2026-08-17T06:54:05.838240+00:00,0.0097404298912667,0,0,Average Packet Size=15.5 decreased risk | Destination Port=49496.0 decreased risk | Bwd Packet Length Mean=6.0 decreased risk,auto_close,cd69f531da6dd6a9
2262,2026-08-17T06:54:05.838240+00:00,0.0183009167154313,0,0,Destination Port=58482.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Total Length of Bwd Packets=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2263,2026-08-17T06:54:05.838240+00:00,0.9945380765472384,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2264,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=793.1 increased risk,auto_escalate,cd69f531da6dd6a9
2265,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=850.1 increased risk,auto_escalate,cd69f531da6dd6a9
2266,2026-08-17T06:54:05.838240+00:00,0.3641659455747291,0,1,Average Packet Size=9.0 decreased risk | Destination Port=80.0 increased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
2267,2026-08-17T06:54:05.838240+00:00,0.6275896634863571,1,1,Init Win bytes backward=235.0 increased risk | Destination Port=80.0 increased risk | Init Win bytes forward=29200.0 increased risk,human_review,cd69f531da6dd6a9
2268,2026-08-17T06:54:05.838240+00:00,0.996551625422542,1,1,Bwd Packet Length Mean=2901.8 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1661.9 increased risk,auto_escalate,cd69f531da6dd6a9
2269,2026-08-17T06:54:05.838240+00:00,0.0002020397946071,0,0,Average Packet Size=65.2 decreased risk | Bwd Packet Length Mean=69.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2270,2026-08-17T06:54:05.838240+00:00,0.0104142326286757,0,0,Bwd Packet Length Mean=159.8 decreased risk | Average Packet Size=161.2 decreased risk | Total Length of Bwd Packets=799.0 decreased risk,auto_close,cd69f531da6dd6a9
2271,2026-08-17T06:54:05.838240+00:00,0.999889446437204,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=918.2 increased risk,auto_escalate,cd69f531da6dd6a9
2272,2026-08-17T06:54:05.838240+00:00,0.0002020397946071,0,0,Average Packet Size=70.2 decreased risk | Bwd Packet Length Mean=73.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2273,2026-08-17T06:54:05.838240+00:00,0.9829155834730746,1,1,Destination Port=80.0 increased risk | Total Fwd Packets=4.0 increased risk | Average Packet Size=7.5 increased risk,auto_escalate,cd69f531da6dd6a9
2274,2026-08-17T06:54:05.838240+00:00,0.9965328284300607,1,1,Bwd Packet Length Mean=2900.2 increased risk | Average Packet Size=1661.0 increased risk | Total Length of Bwd Packets=11601.0 increased risk,auto_escalate,cd69f531da6dd6a9
2275,2026-08-17T06:54:05.838240+00:00,0.0001608276733949,0,0,Average Packet Size=59.8 decreased risk | Bwd Packet Length Mean=70.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2276,2026-08-17T06:54:05.838240+00:00,0.0001608276733949,0,0,Average Packet Size=60.5 decreased risk | Bwd Packet Length Mean=58.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2277,2026-08-17T06:54:05.838240+00:00,0.00451390109037,0,0,Destination Port=59998.0 decreased risk | Average Packet Size=31.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2278,2026-08-17T06:54:05.838240+00:00,0.0706393130656148,0,0,Total Backward Packets=15.0 decreased risk | Bwd Packet Length Mean=790.1 decreased risk | Average Packet Size=439.0 decreased risk,auto_close,cd69f531da6dd6a9
2279,2026-08-17T06:54:05.838240+00:00,0.9949923559484358,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2280,2026-08-17T06:54:05.838240+00:00,0.125069064624388,0,0,Total Backward Packets=25.0 decreased risk | Average Packet Size=15.8 decreased risk | Destination Port=21.0 increased risk,auto_close,cd69f531da6dd6a9
2281,2026-08-17T06:54:05.838240+00:00,0.9939713928094516,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2282,2026-08-17T06:54:05.838240+00:00,0.09884483763625,0,0,Init Win bytes backward=14600.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Flow Bytes/s=2.0 decreased risk,auto_close,cd69f531da6dd6a9
2283,2026-08-17T06:54:05.838240+00:00,0.0738887199249359,0,0,Average Packet Size=9.0 decreased risk | PSH Flag Count=0.0 decreased risk | Init Win bytes backward=16425.0 decreased risk,auto_close,cd69f531da6dd6a9
2284,2026-08-17T06:54:05.838240+00:00,0.0087179068231405,0,0,Total Backward Packets=46.0 decreased risk | Total Length of Bwd Packets=67775.0 decreased risk | Total Fwd Packets=36.0 decreased risk,auto_close,cd69f531da6dd6a9
2285,2026-08-17T06:54:05.838240+00:00,0.0307448651685935,0,0,Average Packet Size=9.2 decreased risk | Destination Port=443.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2286,2026-08-17T06:54:05.838240+00:00,0.0469131624269941,0,0,Destination Port=3399.0 decreased risk | Init Win bytes backward=256.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2287,2026-08-17T06:54:05.838240+00:00,0.0001492725385867,0,0,Average Packet Size=185.0 decreased risk | Bwd Packet Length Mean=282.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2288,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=797.8 increased risk,auto_escalate,cd69f531da6dd6a9
2289,2026-08-17T06:54:05.838240+00:00,0.9998787786157104,1,1,Bwd Packet Length Mean=1934.5 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=833.5 increased risk,auto_escalate,cd69f531da6dd6a9
2290,2026-08-17T06:54:05.838240+00:00,0.2358413579801234,0,0,Init Win bytes backward=11584.0 decreased risk | Total Backward Packets=2.0 decreased risk | Destination Port=80.0 increased risk,human_review,cd69f531da6dd6a9
2291,2026-08-17T06:54:05.838240+00:00,0.00381112994453,0,0,Bwd Packet Length Mean=235.9 decreased risk | Average Packet Size=176.2 decreased risk | Destination Port=443.0 decreased risk,auto_close,cd69f531da6dd6a9
2292,2026-08-17T06:54:05.838240+00:00,0.0001492725385867,0,0,Average Packet Size=143.0 decreased risk | Bwd Packet Length Mean=188.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2293,2026-08-17T06:54:05.838240+00:00,0.0142743931129357,0,0,Destination Port=59324.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Init Win bytes backward=256.0 decreased risk,auto_close,cd69f531da6dd6a9
2294,2026-08-17T06:54:05.838240+00:00,0.9950946136268056,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2295,2026-08-17T06:54:05.838240+00:00,0.99297429967273,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2296,2026-08-17T06:54:05.838240+00:00,0.007436357226028,0,0,Bwd Packet Length Mean=563.9 decreased risk | Average Packet Size=281.1 decreased risk | Total Length of Bwd Packets=4511.0 decreased risk,auto_close,cd69f531da6dd6a9
2297,2026-08-17T06:54:05.838240+00:00,0.9945618653720932,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2298,2026-08-17T06:54:05.838240+00:00,0.0232374589000034,0,0,Destination Port=55950.0 decreased risk | Average Packet Size=8.0 decreased risk | Total Length of Bwd Packets=12.0 decreased risk,auto_close,cd69f531da6dd6a9
2299,2026-08-17T06:54:05.838240+00:00,0.2362963341399944,0,0,Destination Port=22.0 increased risk | Init Win bytes backward=243.0 decreased risk | Flow Bytes/s=0.0 decreased risk,human_review,cd69f531da6dd6a9
2300,2026-08-17T06:54:05.838240+00:00,0.09884483763625,0,0,Init Win bytes backward=4380.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk | Flow Bytes/s=2.0 decreased risk,auto_close,cd69f531da6dd6a9
2301,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=2898.8 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=917.2 increased risk,auto_escalate,cd69f531da6dd6a9
2302,2026-08-17T06:54:05.838240+00:00,0.994644342801113,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2303,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=996.0 increased risk,auto_escalate,cd69f531da6dd6a9
2304,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=917.2 increased risk,auto_escalate,cd69f531da6dd6a9
2305,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=919.8 increased risk,auto_escalate,cd69f531da6dd6a9
2306,2026-08-17T06:54:05.838240+00:00,0.0147794627961505,0,0,Bwd Packet Length Mean=93.0 decreased risk | Destination Port=443.0 decreased risk | Total Length of Bwd Packets=1302.0 decreased risk,auto_close,cd69f531da6dd6a9
2307,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=855.4 increased risk,auto_escalate,cd69f531da6dd6a9
2308,2026-08-17T06:54:05.838240+00:00,0.9829155834730746,1,1,Destination Port=80.0 increased risk | Total Fwd Packets=4.0 increased risk | Average Packet Size=7.5 increased risk,auto_escalate,cd69f531da6dd6a9
2309,2026-08-17T06:54:05.838240+00:00,0.9965328284300607,1,1,Bwd Packet Length Mean=2321.4 increased risk | Average Packet Size=1454.1 increased risk | Total Length of Bwd Packets=11607.0 increased risk,auto_escalate,cd69f531da6dd6a9
2310,2026-08-17T06:54:05.838240+00:00,0.0134963152644347,0,0,Destination Port=61024.0 decreased risk | Init Win bytes backward=32832.0 decreased risk | Bwd Packet Length Mean=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2311,2026-08-17T06:54:05.838240+00:00,0.000180918108207,0,0,Average Packet Size=117.5 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=115.0 decreased risk,auto_close,cd69f531da6dd6a9
2312,2026-08-17T06:54:05.838240+00:00,0.0080884949965055,0,0,Total Backward Packets=19.0 decreased risk | Total Length of Fwd Packets=1228.0 decreased risk | Average Packet Size=516.8 decreased risk,auto_close,cd69f531da6dd6a9
2313,2026-08-17T06:54:05.838240+00:00,0.993955744394855,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2314,2026-08-17T06:54:05.838240+00:00,0.9978212415617664,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1328.8 increased risk,auto_escalate,cd69f531da6dd6a9
2315,2026-08-17T06:54:05.838240+00:00,0.996378344753464,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2316,2026-08-17T06:54:05.838240+00:00,0.9858493133637736,1,1,Destination Port=80.0 increased risk | Average Packet Size=7.2 increased risk | Total Fwd Packets=5.0 increased risk,auto_escalate,cd69f531da6dd6a9
2317,2026-08-17T06:54:05.838240+00:00,0.0131442872406309,0,0,Total Backward Packets=143.0 decreased risk | Total Length of Bwd Packets=208312.0 decreased risk | Total Fwd Packets=95.0 decreased risk,auto_close,cd69f531da6dd6a9
2318,2026-08-17T06:54:05.838240+00:00,0.991250231839482,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2319,2026-08-17T06:54:05.838240+00:00,0.9999960796612828,1,1,Bwd Packet Length Mean=2319.0 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=812.2 increased risk,auto_escalate,cd69f531da6dd6a9
2320,2026-08-17T06:54:05.838240+00:00,0.9965592011801178,1,1,Bwd Packet Length Mean=2900.2 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1661.0 increased risk,auto_escalate,cd69f531da6dd6a9
2321,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1934.5 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=778.3 increased risk,auto_escalate,cd69f531da6dd6a9
2322,2026-08-17T06:54:05.838240+00:00,0.996551625422542,1,1,Bwd Packet Length Mean=2321.4 increased risk | Total Length of Bwd Packets=11607.0 increased risk | Average Packet Size=1454.1 increased risk,auto_escalate,cd69f531da6dd6a9
2323,2026-08-17T06:54:05.838240+00:00,0.981219644275357,1,1,Flow IAT Mean=6418086.1 increased risk | Destination Port=80.0 increased risk | Flow Packets/s=0.2 increased risk,auto_escalate,cd69f531da6dd6a9
2324,2026-08-17T06:54:05.838240+00:00,0.933496967134634,1,1,Destination Port=80.0 increased risk | Average Packet Size=7.2 increased risk | Total Fwd Packets=5.0 increased risk,auto_escalate,cd69f531da6dd6a9
2325,2026-08-17T06:54:05.838240+00:00,0.0094521933949117,0,0,Average Packet Size=338.6 decreased risk | Bwd Packet Length Mean=728.2 decreased risk | Total Length of Bwd Packets=4369.0 decreased risk,auto_close,cd69f531da6dd6a9
2326,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1191.6 increased risk,auto_escalate,cd69f531da6dd6a9
2327,2026-08-17T06:54:05.838240+00:00,0.0002020397946071,0,0,Average Packet Size=87.5 decreased risk | Bwd Packet Length Mean=109.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2328,2026-08-17T06:54:05.838240+00:00,0.9999407319490468,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=921.3 increased risk,auto_escalate,cd69f531da6dd6a9
2329,2026-08-17T06:54:05.838240+00:00,0.0245222759956818,0,0,Average Packet Size=123.7 decreased risk | Total Length of Fwd Packets=2568.0 decreased risk | Bwd Packet Length Mean=165.6 decreased risk,auto_close,cd69f531da6dd6a9
2330,2026-08-17T06:54:05.838240+00:00,0.0001632573728341,0,0,Average Packet Size=94.2 decreased risk | Bwd Packet Length Mean=127.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2331,2026-08-17T06:54:05.838240+00:00,0.9964900767561546,1,1,Bwd Packet Length Mean=1657.3 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1162.7 increased risk,auto_escalate,cd69f531da6dd6a9
2332,2026-08-17T06:54:05.838240+00:00,0.992001406526035,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Init Win bytes backward=235.0 increased risk,auto_escalate,cd69f531da6dd6a9
2333,2026-08-17T06:54:05.838240+00:00,0.995551625422542,1,1,Bwd Packet Length Mean=1933.5 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1291.9 increased risk,auto_escalate,cd69f531da6dd6a9
2334,2026-08-17T06:54:05.838240+00:00,0.0240682914035482,0,0,Destination Port=37069.0 decreased risk | Total Length of Fwd Packets=15598.0 decreased risk | Total Backward Packets=12.0 decreased risk,auto_close,cd69f531da6dd6a9
2335,2026-08-17T06:54:05.838240+00:00,0.9296646569105452,1,1,Destination Port=80.0 increased risk | Init Win bytes forward=29200.0 increased risk | Total Fwd Packets=7.0 increased risk,auto_escalate,cd69f531da6dd6a9
2336,2026-08-17T06:54:05.838240+00:00,0.8575533236754854,1,1,Destination Port=80.0 increased risk | Total Fwd Packets=4.0 increased risk | Init Win bytes forward=251.0 increased risk,auto_escalate,cd69f531da6dd6a9
2337,2026-08-17T06:54:05.838240+00:00,0.000180918108207,0,0,Average Packet Size=127.5 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=139.0 decreased risk,auto_close,cd69f531da6dd6a9
2338,2026-08-17T06:54:05.838240+00:00,0.994994898978406,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2339,2026-08-17T06:54:05.838240+00:00,0.0013226631176127,0,0,Average Packet Size=121.2 decreased risk | Bwd Packet Length Mean=226.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2340,2026-08-17T06:54:05.838240+00:00,0.0001608276733949,0,0,Average Packet Size=62.8 decreased risk | Bwd Packet Length Mean=67.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2341,2026-08-17T06:54:05.838240+00:00,0.9952277063097568,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2342,2026-08-17T06:54:05.838240+00:00,0.957141599302318,1,1,Destination Port=22.0 increased risk | Init Win bytes forward=29200.0 increased risk | Init Win bytes backward=247.0 increased risk,auto_escalate,cd69f531da6dd6a9
2343,2026-08-17T06:54:05.838240+00:00,0.9949044566254313,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2344,2026-08-17T06:54:05.838240+00:00,0.0001492725385867,0,0,Average Packet Size=146.0 decreased risk | Bwd Packet Length Mean=204.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2345,2026-08-17T06:54:05.838240+00:00,0.0049579581276962,0,0,Average Packet Size=226.8 decreased risk | Bwd Packet Length Mean=443.9 decreased risk | Total Length of Fwd Packets=759.0 decreased risk,auto_close,cd69f531da6dd6a9
2346,2026-08-17T06:54:05.838240+00:00,0.0002020397946071,0,0,Average Packet Size=70.2 decreased risk | Bwd Packet Length Mean=73.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2347,2026-08-17T06:54:05.838240+00:00,0.0027520626750958,0,0,Average Packet Size=152.2 decreased risk | Bwd Packet Length Mean=165.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2348,2026-08-17T06:54:05.838240+00:00,0.9999787321514896,1,1,Bwd Packet Length Mean=1932.5 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=991.2 increased risk,auto_escalate,cd69f531da6dd6a9
2349,2026-08-17T06:54:05.838240+00:00,0.0441242073197708,0,0,Destination Port=56174.0 decreased risk | Average Packet Size=9.0 decreased risk | PSH Flag Count=0.0 decreased risk,auto_close,cd69f531da6dd6a9
2350,2026-08-17T06:54:05.838240+00:00,0.0026510418194725,0,0,Average Packet Size=94.2 decreased risk | Bwd Packet Length Mean=139.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2351,2026-08-17T06:54:05.838240+00:00,0.0002740355171139,0,0,Average Packet Size=171.0 decreased risk | Bwd Packet Length Mean=166.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2352,2026-08-17T06:54:05.838240+00:00,0.0001608276733949,0,0,Average Packet Size=139.5 decreased risk | Bwd Packet Length Mean=234.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2353,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=79.5 decreased risk | Bwd Packet Length Mean=96.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2354,2026-08-17T06:54:05.838240+00:00,0.9928350735354704,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2355,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=79.5 decreased risk | Bwd Packet Length Mean=108.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2356,2026-08-17T06:54:05.838240+00:00,0.0001608276733949,0,0,Average Packet Size=63.5 decreased risk | Bwd Packet Length Mean=79.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2357,2026-08-17T06:54:05.838240+00:00,0.000180918108207,0,0,Average Packet Size=162.0 decreased risk | Bwd Packet Length Mean=172.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2358,2026-08-17T06:54:05.838240+00:00,0.007041963888969,0,0,Bwd Packet Length Mean=436.9 decreased risk | Average Packet Size=231.2 decreased risk | Total Length of Fwd Packets=948.0 decreased risk,auto_close,cd69f531da6dd6a9
2359,2026-08-17T06:54:05.838240+00:00,0.0161139006260927,0,0,Bwd Packet Length Mean=130.5 decreased risk | Average Packet Size=77.8 decreased risk | Total Length of Bwd Packets=1958.0 decreased risk,auto_close,cd69f531da6dd6a9
2360,2026-08-17T06:54:05.838240+00:00,0.915940147033697,1,1,Destination Port=80.0 increased risk | Init Win bytes backward=235.0 increased risk | Init Win bytes forward=0.0 increased risk,auto_escalate,cd69f531da6dd6a9
2361,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=94.2 decreased risk | Bwd Packet Length Mean=127.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2362,2026-08-17T06:54:05.838240+00:00,0.0004693688783423,0,0,Average Packet Size=79.4 decreased risk | Bwd Packet Length Mean=105.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2363,2026-08-17T06:54:05.838240+00:00,0.6945592169282978,1,1,Destination Port=80.0 increased risk | Init Win bytes forward=29200.0 increased risk | Bwd Packet Length Mean=0.0 decreased risk,human_review,cd69f531da6dd6a9
2364,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=50.5 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=50.0 decreased risk,auto_close,cd69f531da6dd6a9
2365,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=97.8 decreased risk | Bwd Packet Length Mean=137.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2366,2026-08-17T06:54:05.838240+00:00,0.0001632573728341,0,0,Average Packet Size=61.8 decreased risk | Bwd Packet Length Mean=59.0 decreased risk | Init Win bytes forward=-1.0 decreased risk,auto_close,cd69f531da6dd6a9
2367,2026-08-17T06:54:05.838240+00:00,0.9965432079703176,1,1,Bwd Packet Length Mean=2320.2 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1453.4 increased risk,auto_escalate,cd69f531da6dd6a9
2368,2026-08-17T06:54:05.838240+00:00,0.9965328284300607,1,1,Bwd Packet Length Mean=1933.5 increased risk | Total Length of Bwd Packets=11601.0 increased risk | Average Packet Size=1291.9 increased risk,auto_escalate,cd69f531da6dd6a9
2369,2026-08-17T06:54:05.838240+00:00,0.963432325707563,1,1,Destination Port=21.0 increased risk | Init Win bytes backward=227.0 increased risk | Init Win bytes forward=29200.0 increased risk,auto_escalate,cd69f531da6dd6a9
2370,2026-08-17T06:54:05.838240+00:00,0.2236917929790954,0,0,Total Length of Bwd Packets=8582.0 decreased risk | Init Win bytes backward=511.0 decreased risk | Average Packet Size=633.8 decreased risk,human_review,cd69f531da6dd6a9
2371,2026-08-17T06:54:05.838240+00:00,0.1175285074807639,0,0,Average Packet Size=296.1 decreased risk | Bwd Packet Length Mean=682.7 decreased risk | Total Length of Bwd Packets=2048.0 decreased risk,auto_close,cd69f531da6dd6a9
2372,2026-08-17T06:54:05.838240+00:00,0.9963642723830216,1,1,Average Packet Size=3.0 increased risk | Total Length of Fwd Packets=0.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2373,2026-08-17T06:54:05.838240+00:00,0.99466118856169,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2374,2026-08-17T06:54:05.838240+00:00,0.991265657792165,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1188.2 increased risk,auto_escalate,cd69f531da6dd6a9
2375,2026-08-17T06:54:05.838240+00:00,0.0443946542661411,0,0,Destination Port=41648.0 decreased risk | Total Length of Bwd Packets=12.0 decreased risk | Bwd Packet Length Mean=6.0 decreased risk,auto_close,cd69f531da6dd6a9
2376,2026-08-17T06:54:05.838240+00:00,0.9941774802623158,1,1,Bwd Packet Length Mean=1656.4 increased risk | Total Length of Bwd Packets=11595.0 increased risk | Average Packet Size=1192.2 increased risk,auto_escalate,cd69f531da6dd6a9
2377,2026-08-17T06:54:05.838240+00:00,0.9882519212199584,1,1,Average Packet Size=5.0 increased risk | Total Length of Fwd Packets=2.0 increased risk | PSH Flag Count=1.0 increased risk,auto_escalate,cd69f531da6dd6a9
2378,2026-08-17T06:54:05.838240+00:00,0.0001648795372523,0,0,Average Packet Size=67.8 decreased risk | Init Win bytes forward=-1.0 decreased risk | Bwd Packet Length Mean=83.0 decreased risk,auto_close,cd69f531da6dd6a9
